,number_of_vehicles_involved,number_of_casualties,accident_severity,time_hours,day_of_week_encoded,driving_experience_encoded,educational_level_encoded,age_band_of_casualty_encoded,service_year_of_vehicle_encoded,age_band_of_driver_encoded,casualty_severity_encoded,cause_of_accident_encoded,type_of_vehicle_encoded,area_accident_occured_encoded,vehicle_movement_encoded,road_allignment_encoded,type_of_collision_encoded,pedestrian_movement_encoded,weather_conditions_encoded,types_of_junction_encoded,lanes_or_medians_encoded,road_surface_type_encoded,owner_of_vehicle_encoded,road_surface_conditions_encoded,casualty_class_encoded,light_conditions_encoded,sex_of_casualty_encoded,sex_of_driver_encoded
212,2,1,Slight Injury,22,5,0,2,3,0,2,2,16,10,4,2,5,8,5,2,0,1,0,3,3,1,0,1,1
213,2,1,Slight Injury,7,4,0,0,0,1,0,2,13,0,7,11,5,1,5,8,7,4,2,3,3,0,0,1,1
214,2,1,Slight Injury,7,4,3,4,0,0,1,2,0,4,9,3,5,1,5,8,7,4,0,3,3,1,0,0,1
215,2,1,Slight Injury,7,4,0,2,1,0,0,2,11,0,1,2,5,8,5,4,7,2,0,3,3,1,0,1,1
216,2,1,Slight Injury,7,4,1,4,1,5,1,2,0,5,6,9,5,8,5,4,7,6,0,3,3,0,0,1,2
217,2,2,Slight Injury,8,6,1,0,5,5,1,3,10,7,5,9,5,8,5,4,7,2,0,3,3,3,3,2,1
218,2,2,Slight Injury,8,6,3,2,3,0,1,2,9,8,5,7,5,8,5,4,7,2,0,3,3,1,3,0,1
219,1,1,Serious Injury,16,5,2,1,0,0,2,2,0,4,5,7,5,8,5,2,7,4,0,3,3,0,3,0,1
220,2,3,Serious Injury,22,0,0,2,0,4,0,2,13,6,5,7,5,8,5,4,7,4,0,0,3,0,0,1,1
221,2,3,Serious Injury,22,0,2,2,5,5,0,3,10,8,5,3,3,8,5,4,7,6,0,3,3,3,0,2,1
222,2,3,Serious Injury,22,0,1,2,1,5,0,1,9,4,12,2,3,8,5,4,7,6,0,3,3,0,0,1,1
223,2,3,Serious Injury,22,0,0,4,0,3,0,1,10,4,5,2,5,8,5,4,7,2,0,3,3,0,0,1,1
224,1,1,Slight Injury,3,2,3,0,5,5,0,3,0,0,5,2,5,8,5,8,7,4,0,3,3,3,0,2,1
225,6,1,Slight Injury,9,5,1,0,3,5,2,2,0,0,5,2,0,8,5,2,0,2,3,3,0,2,3,1,1
226,6,1,Slight Injury,9,5,2,1,5,1,4,3,11,7,5,2,7,8,5,2,0,2,0,3,0,3,3,2,0
227,6,1,Slight Injury,9,5,0,1,1,1,4,2,0,7,6,2,7,8,5,2,0,4,0,3,0,0,3,1,0
228,6,1,Slight Injury,9,5,6,4,0,1,4,2,3,0,5,2,7,8,5,2,0,4,0,3,0,0,3,1,0
229,6,1,Slight Injury,9,5,6,5,5,5,4,3,3,15,5,2,7,8,5,2,0,4,0,3,0,3,3,2,0
230,6,1,Slight Injury,9,5,2,1,4,1,4,1,11,7,5,2,5,8,0,2,0,4,0,3,0,2,3,1,0
231,2,2,Slight Injury,7,4,1,4,0,5,3,1,7,15,6,2,5,8,6,4,7,4,0,3,3,2,3,1,1
232,2,2,Slight Injury,7,4,2,4,5,5,0,3,10,4,1,2,5,8,5,4,7,4,0,3,3,3,3,2,1
233,2,1,Slight Injury,20,5,1,2,0,3,0,2,0,0,6,2,5,8,5,4,2,4,0,3,3,0,2,1,2
234,2,1,Slight Injury,20,5,0,4,1,1,0,2,12,7,7,2,6,8,5,4,2,2,0,3,3,2,2,0,1
235,2,2,Slight Injury,17,5,0,4,5,3,0,3,10,0,9,2,5,8,5,2,7,2,0,3,3,3,0,2,1
236,2,2,Slight Injury,17,5,2,4,3,3,1,2,11,0,9,2,5,2,5,2,7,6,0,3,3,0,0,0,2
237,2,2,Slight Injury,17,5,6,3,5,5,1,3,11,0,9,2,5,2,5,2,7,4,0,3,3,3,0,2,1
238,2,2,Slight Injury,15,2,2,4,1,3,4,2,12,0,7,2,5,8,1,2,7,4,0,3,3,2,3,1,0
239,2,2,Slight Injury,15,2,0,4,5,5,0,3,3,5,6,2,5,8,5,2,7,2,0,3,3,3,3,2,1
240,3,1,Slight Injury,9,2,1,4,0,5,0,2,1,7,7,2,5,8,5,4,0,2,0,3,3,0,3,0,1
241,3,1,Slight Injury,9,2,3,4,5,3,2,3,0,8,7,2,5,8,5,4,0,6,0,3,3,3,3,2,1
242,3,1,Slight Injury,9,2,2,4,0,2,1,2,9,8,6,2,5,2,5,4,0,2,0,3,3,0,3,1,1
243,2,1,Serious Injury,11,1,0,2,0,4,0,2,3,0,2,9,5,8,5,2,1,6,0,3,0,0,3,0,0
244,2,1,Serious Injury,11,1,3,4,5,5,2,3,4,3,7,7,5,2,5,2,1,2,0,3,0,3,3,2,0
245,2,1,Slight Injury,13,0,0,4,0,5,4,1,4,0,7,3,5,2,5,2,1,1,0,3,0,0,3,1,0
246,2,1,Slight Injury,13,0,1,4,5,5,0,3,11,10,6,2,5,1,5,2,1,0,0,3,0,3,3,2,1
247,2,3,Slight Injury,15,4,3,4,3,5,0,2,0,5,6,3,6,8,5,4,7,1,4,3,3,0,3,0,1
248,2,3,Slight Injury,15,4,1,4,3,5,0,2,1,10,6,2,5,2,5,4,7,4,5,3,3,0,3,1,1
249,2,3,Slight Injury,15,4,2,1,3,5,1,2,3,7,6,2,5,8,5,4,7,0,0,3,3,0,3,0,2
250,2,2,Slight Injury,10,4,6,5,1,5,1,2,10,5,13,2,5,8,5,2,7,2,0,3,3,0,3,1,1
251,2,2,Slight Injury,10,4,0,1,4,4,1,2,7,5,6,2,5,8,5,2,7,4,0,3,3,1,3,1,1
252,2,1,Slight Injury,15,4,2,1,0,5,0,1,5,3,7,2,5,8,5,2,1,5,0,3,0,0,3,1,1
253,2,1,Slight Injury,15,4,2,1,0,5,0,1,1,8,7,11,5,8,5,2,1,0,0,3,0,0,3,1,1
254,1,1,Slight Injury,18,4,0,4,5,5,0,3,3,8,7,2,5,8,5,4,7,2,0,0,3,3,0,2,1
255,2,2,Slight Injury,3,1,2,4,1,5,0,2,9,5,6,11,5,2,5,5,1,5,0,3,3,0,0,0,1
256,2,2,Slight Injury,3,1,2,4,5,5,0,3,18,5,6,2,5,8,5,5,1,5,0,3,3,3,0,2,1
257,2,2,Slight Injury,3,1,1,4,0,5,0,2,1,0,6,3,5,2,5,5,1,2,0,3,3,0,0,1,2
258,2,3,Slight Injury,17,3,0,4,5,5,1,3,3,7,6,2,5,8,5,2,0,2,0,0,0,3,0,2,1
259,2,3,Slight Injury,17,3,2,4,5,1,0,3,12,17,2,2,5,8,5,2,0,4,0,3,0,3,0,2,1
260,2,3,Slight Injury,17,3,4,4,0,5,0,1,9,7,6,3,5,8,5,2,0,2,0,0,0,0,0,1,1
261,2,3,Slight Injury,17,3,2,4,4,5,0,2,0,0,9,2,5,2,5,2,0,2,4,0,0,2,0,0,1
262,1,1,Slight Injury,19,0,2,4,4,5,1,1,17,8,12,9,5,2,1,4,0,2,0,3,3,2,0,0,1
263,2,1,Serious Injury,10,4,2,5,4,5,1,1,10,0,6,2,5,8,5,2,7,4,0,3,0,0,3,1,1
264,2,1,Serious Injury,10,4,2,4,5,2,2,3,3,9,7,2,5,8,5,2,7,4,0,3,0,3,3,2,1
265,2,1,Slight Injury,9,0,1,2,1,5,3,2,10,0,7,11,5,8,5,2,0,0,0,3,0,2,3,1,1
266,2,1,Slight Injury,9,0,2,0,0,5,0,2,0,7,7,2,5,8,5,2,0,0,0,0,0,0,3,1,1
267,2,1,Slight Injury,16,1,3,4,1,2,0,2,11,9,7,2,5,8,5,2,7,2,0,3,3,0,0,0,1
268,2,1,Slight Injury,16,1,4,4,1,5,0,2,10,14,6,2,6,8,5,2,7,0,0,3,3,2,0,1,2
269,1,1,Slight Injury,19,4,2,1,4,5,0,2,10,5,6,2,5,8,5,2,7,2,0,3,0,0,0,1,1
270,1,1,Slight Injury,16,6,1,1,3,5,0,2,0,5,6,7,6,2,5,2,7,5,0,3,0,0,0,0,1
271,1,1,Slight Injury,12,6,1,4,5,5,1,3,10,5,6,2,6,2,5,2,1,5,4,3,0,3,3,2,1
272,2,2,Slight Injury,19,0,0,4,1,5,1,2,0,0,6,3,5,2,5,4,7,1,0,3,3,0,0,1,2
273,2,2,Slight Injury,19,0,1,4,5,5,0,3,10,5,6,2,5,8,5,4,7,2,0,4,3,3,0,2,1
274,2,2,Slight Injury,17,2,1,4,0,5,0,2,10,17,6,2,5,8,5,4,0,5,5,3,3,0,0,0,1
275,2,2,Slight Injury,17,2,3,4,3,2,2,2,10,9,7,2,5,8,5,4,0,4,0,3,3,1,0,0,1
276,2,2,Slight Injury,17,2,4,2,1,5,2,2,0,0,7,2,5,8,5,4,0,2,0,3,3,0,0,1,1
277,2,1,Slight Injury,18,5,1,4,4,1,0,2,1,14,9,2,5,1,5,2,0,2,0,4,0,2,0,1,1
278,2,1,Slight Injury,18,5,3,2,5,5,0,3,9,0,7,9,5,1,5,2,0,2,2,3,0,3,0,2,1
279,1,1,Slight Injury,15,4,3,4,0,2,1,2,1,5,7,2,5,8,5,2,7,2,0,3,3,1,3,0,1
280,1,1,Slight Injury,14,3,2,2,5,5,3,3,10,7,7,2,5,8,5,2,1,2,0,0,0,3,3,2,1
281,2,2,Serious Injury,17,0,3,4,4,2,1,2,16,8,7,3,5,8,5,2,7,4,0,3,3,0,2,1,1
282,2,2,Serious Injury,17,0,0,4,5,5,1,3,13,17,4,2,5,8,5,2,7,4,0,3,3,3,2,2,1
283,2,2,Serious Injury,17,0,1,4,5,2,1,3,13,5,4,2,5,8,5,2,7,4,0,3,3,3,2,2,1
284,2,2,Serious Injury,17,3,1,1,1,5,2,2,1,0,2,2,5,8,5,2,0,0,0,3,3,0,0,1,1
285,2,2,Serious Injury,17,3,2,1,4,5,3,2,11,10,7,4,5,8,5,2,0,4,0,3,3,0,0,1,1
286,3,1,Slight Injury,16,1,2,4,5,3,0,3,12,0,7,2,5,8,5,2,7,4,0,3,0,3,3,2,1
287,3,1,Slight Injury,16,1,2,2,5,5,1,3,0,5,6,2,5,8,5,2,7,4,0,3,0,3,3,2,1
288,3,1,Slight Injury,16,1,3,4,0,5,0,2,0,9,6,9,5,8,5,2,7,4,0,3,0,0,3,1,1
289,2,1,Slight Injury,9,4,4,4,5,4,0,3,16,6,9,3,5,2,5,3,0,2,0,0,3,3,3,2,1
290,2,1,Slight Injury,9,4,4,4,1,5,0,2,10,9,4,2,5,6,5,3,0,4,0,3,3,0,3,1,1
291,1,1,Slight Injury,8,2,3,4,5,5,0,3,12,5,6,2,5,8,5,2,7,4,0,3,0,3,3,2,1
292,1,1,Slight Injury,10,0,2,2,3,5,1,2,1,0,7,2,5,8,5,2,1,4,0,3,0,0,3,1,1
293,1,1,Slight Injury,16,6,2,1,5,5,0,3,0,5,7,7,5,8,5,2,5,2,0,3,3,3,0,2,1
294,4,2,Slight Injury,17,4,1,4,3,5,0,2,10,14,9,2,5,8,5,2,1,4,0,3,3,0,0,0,1
295,4,2,Slight Injury,17,4,1,4,5,5,1,3,3,8,6,2,5,8,5,2,1,2,0,3,3,3,0,2,1
296,4,2,Slight Injury,17,4,2,0,0,5,1,2,11,0,9,2,5,2,5,2,1,6,2,1,3,1,0,1,1
297,4,2,Slight Injury,17,4,1,4,5,5,1,3,3,0,6,6,5,2,5,2,1,2,0,3,3,3,0,2,1
298,4,1,Slight Injury,15,1,6,5,4,5,0,2,9,17,2,2,5,8,6,2,7,2,0,4,0,2,3,0,1
299,4,1,Slight Injury,15,1,1,4,0,2,0,2,10,7,9,2,5,2,5,2,7,2,0,1,0,0,3,0,1
300,4,1,Slight Injury,15,1,2,4,5,3,0,3,10,0,12,11,5,8,5,2,7,6,0,3,0,3,3,2,1
301,4,1,Slight Injury,15,1,1,4,5,2,1,3,10,10,3,2,3,8,5,2,7,6,0,3,0,3,3,2,0
302,3,2,Slight Injury,16,4,0,1,0,1,0,2,0,10,7,2,5,8,5,0,7,4,0,3,3,0,0,1,1
303,3,2,Slight Injury,16,4,6,2,4,5,2,2,0,0,12,8,5,8,5,0,7,0,0,3,3,0,0,0,2
304,3,2,Slight Injury,16,4,0,4,1,3,1,2,9,9,7,2,5,8,5,0,7,6,0,3,3,0,0,1,1
305,2,2,Slight Injury,17,3,1,4,5,2,0,3,1,9,4,5,5,8,5,4,3,4,0,3,3,3,0,2,1
306,2,2,Slight Injury,17,3,0,4,3,5,1,1,12,5,2,2,5,1,5,4,3,2,0,3,3,0,0,1,1
307,3,2,Slight Injury,11,2,3,1,5,5,4,3,9,0,6,7,5,8,5,6,7,2,2,3,2,3,3,2,0
308,3,2,Slight Injury,11,2,1,4,3,5,2,2,3,8,7,2,5,2,5,6,7,2,0,3,2,0,3,0,1
309,3,2,Slight Injury,11,2,1,4,0,5,1,2,3,8,6,2,5,8,5,6,7,0,0,3,2,1,3,0,2
310,3,2,Slight Injury,11,2,1,4,5,5,1,3,5,5,6,11,5,2,5,6,7,0,0,3,2,3,3,2,1
311,3,2,Slight Injury,12,2,1,4,1,5,2,1,11,0,6,2,5,8,5,6,0,0,0,0,2,2,3,0,1
312,3,2,Slight Injury,12,2,1,1,5,5,2,3,12,14,9,3,5,8,5,6,0,0,0,3,2,3,3,2,1
313,3,2,Slight Injury,12,2,1,4,0,5,0,2,3,6,6,2,5,1,5,6,0,0,0,3,2,1,3,1,1
314,3,2,Slight Injury,12,2,2,1,5,1,0,3,9,17,7,3,5,8,5,6,0,4,0,3,2,3,3,2,1
315,2,1,Slight Injury,7,0,1,1,1,1,1,2,3,7,4,2,9,8,5,6,1,1,0,3,3,0,3,1,1
316,2,1,Slight Injury,7,0,3,4,4,5,1,2,12,0,7,2,5,8,5,6,1,1,3,3,3,1,3,0,1
317,2,2,Slight Injury,19,3,3,4,5,5,0,3,1,0,6,11,5,8,5,6,1,0,0,3,0,3,2,2,1
318,2,2,Slight Injury,19,3,3,2,4,5,1,2,0,17,6,2,5,1,2,6,1,2,0,0,0,2,2,1,1
319,2,6,Slight Injury,20,3,2,4,4,5,2,2,12,11,13,2,5,8,2,2,1,0,0,0,3,2,0,0,1
320,2,6,Slight Injury,20,3,1,4,5,5,2,3,3,0,7,2,5,8,5,2,1,5,0,3,3,3,0,2,1
321,2,6,Slight Injury,20,3,0,1,0,5,2,1,9,7,6,9,5,8,5,2,1,0,0,3,3,0,0,1,1
322,2,6,Slight Injury,20,3,1,4,4,5,2,1,10,0,6,2,5,8,3,2,1,2,0,3,3,2,0,1,1
323,2,6,Slight Injury,20,3,2,4,1,2,2,2,0,7,6,2,5,2,5,2,1,4,0,3,3,0,0,1,1
324,2,6,Slight Injury,20,3,6,5,0,5,1,2,0,5,7,2,5,8,5,2,1,4,0,3,3,0,0,1,1
325,4,2,Slight Injury,13,6,2,1,4,5,2,2,10,8,7,7,5,8,5,2,0,4,0,3,2,1,3,0,2
326,4,2,Slight Injury,13,6,3,2,0,5,0,2,0,10,1,1,5,8,5,2,0,4,0,3,2,1,3,0,1
327,4,2,Slight Injury,13,6,3,4,4,5,4,2,3,0,2,2,5,8,5,2,0,4,0,3,2,1,3,1,0
328,4,2,Slight Injury,13,6,0,4,5,0,4,3,0,8,1,1,5,2,5,2,0,6,0,2,2,3,3,2,0
329,2,1,Slight Injury,13,3,6,2,5,2,3,3,10,0,12,2,5,8,5,6,1,6,0,3,3,3,3,2,1
330,2,1,Slight Injury,13,3,1,4,1,5,0,2,1,5,2,2,5,8,5,6,1,0,0,3,3,0,3,1,1
331,2,1,Slight Injury,7,0,2,4,5,2,0,3,10,0,6,2,5,8,5,2,7,5,0,3,0,3,0,2,1
332,2,1,Slight Injury,7,0,1,4,0,1,0,2,4,5,9,2,3,8,5,2,7,1,0,3,0,0,0,1,1
333,1,1,Slight Injury,15,4,3,4,3,5,1,2,10,5,7,2,5,8,2,2,1,1,0,3,0,2,3,0,1
334,2,2,Slight Injury,20,0,2,1,5,5,2,3,16,5,7,2,5,8,5,0,7,4,0,3,3,3,0,2,1
335,2,2,Slight Injury,20,0,2,4,3,0,1,2,5,10,4,2,5,8,5,0,7,1,0,0,3,0,0,1,1
336,2,2,Slight Injury,20,0,0,0,5,0,1,3,11,0,2,2,3,8,5,0,7,6,0,0,3,3,0,2,1
337,2,3,Slight Injury,17,4,3,1,0,0,2,2,9,7,6,2,5,8,5,3,7,6,2,1,2,0,0,0,1
338,2,3,Slight Injury,17,4,2,1,1,5,2,2,1,7,6,3,5,8,5,3,7,4,0,3,2,1,0,1,1
339,2,3,Slight Injury,17,4,1,1,0,5,1,2,0,7,6,2,5,8,5,3,7,0,0,3,2,1,0,1,1
340,1,1,Slight Injury,14,0,1,1,5,1,0,3,1,0,7,2,5,2,5,2,7,2,0,3,0,3,3,2,1
341,2,1,Slight Injury,12,3,2,4,0,5,1,2,5,7,6,2,5,2,5,2,7,4,0,3,0,0,3,0,1
342,2,1,Slight Injury,12,3,0,4,5,5,0,3,12,5,7,2,5,2,5,2,7,0,0,3,0,3,3,2,2
343,1,1,Slight Injury,7,5,2,4,0,3,0,2,12,9,4,2,5,1,5,2,7,2,0,3,3,1,0,1,1
344,1,1,Slight Injury,16,6,2,4,5,5,1,3,0,5,9,2,5,8,5,4,7,6,0,3,3,3,0,2,1
345,2,1,Slight Injury,8,6,2,0,0,5,1,2,1,9,7,2,5,8,5,8,7,2,3,3,3,1,3,0,1
346,2,1,Slight Injury,8,6,3,4,4,2,0,2,1,5,7,2,5,1,6,8,7,1,0,3,3,2,3,0,1
347,1,1,Slight Injury,8,6,1,1,5,0,0,3,0,7,7,2,5,8,5,2,7,1,0,3,0,3,3,2,1
348,1,1,Slight Injury,18,5,2,4,1,5,0,2,0,5,7,2,5,8,5,2,7,4,0,3,0,1,0,0,1
349,2,1,Slight Injury,12,0,6,5,5,5,1,3,7,17,7,2,5,8,5,2,7,2,4,4,0,3,3,2,1
350,2,1,Slight Injury,12,0,2,4,5,4,1,3,16,11,9,2,3,8,5,2,7,6,0,0,0,3,3,2,1
351,2,1,Slight Injury,7,6,6,4,0,5,0,2,0,5,6,2,5,8,5,2,7,2,0,3,0,0,3,1,1
352,2,1,Slight Injury,7,6,6,4,5,5,1,3,5,7,6,2,5,8,5,2,7,2,0,3,0,3,3,2,2
353,2,1,Serious Injury,6,3,0,4,0,5,4,2,3,7,7,2,5,2,5,2,0,2,0,3,0,0,0,1,0
354,2,1,Serious Injury,6,3,2,0,1,3,0,2,9,0,7,2,5,1,5,2,0,1,0,3,0,0,0,1,1
355,1,1,Slight Injury,15,2,1,4,1,5,1,2,10,5,6,2,5,8,5,2,7,2,0,3,0,0,3,1,1
356,1,1,Slight Injury,18,6,2,4,5,1,1,3,12,8,6,7,5,8,5,2,0,4,0,3,0,3,2,2,1
357,2,2,Slight Injury,21,4,1,2,1,5,0,1,17,0,7,2,5,2,5,2,7,2,0,3,3,0,0,1,1
358,2,2,Slight Injury,21,4,3,4,5,5,0,3,0,17,7,2,5,8,5,2,7,2,0,3,3,3,0,2,1
359,2,2,Slight Injury,21,4,4,4,1,5,0,2,10,7,9,2,5,8,5,2,7,2,0,0,3,0,0,1,2
360,3,3,Slight Injury,16,0,4,4,4,0,1,1,9,0,7,11,5,8,0,2,1,4,0,3,0,2,3,1,1
361,3,3,Slight Injury,16,0,6,5,4,5,1,1,12,14,6,2,5,8,5,2,1,4,0,3,0,0,3,1,1
362,3,3,Slight Injury,16,0,1,4,5,1,1,3,12,7,6,2,5,8,5,2,1,4,0,3,0,3,3,2,1
363,3,3,Slight Injury,16,0,6,5,1,5,4,2,10,17,7,2,5,8,5,2,1,4,0,4,0,0,3,1,0
364,3,3,Slight Injury,16,0,5,1,1,5,4,2,10,12,7,2,5,8,5,2,1,5,3,3,0,0,3,1,0
365,2,2,Slight Injury,20,1,3,4,1,3,0,2,16,17,7,2,5,8,5,2,1,4,0,3,0,0,2,0,1
366,2,2,Slight Injury,20,1,3,4,4,5,0,2,5,7,6,2,5,2,5,2,1,5,0,3,0,1,2,1,1
367,2,2,Slight Injury,20,1,3,4,4,3,0,2,1,5,6,11,5,2,5,2,1,2,0,3,0,1,2,0,1
368,1,1,Slight Injury,15,5,3,4,4,5,1,2,0,5,7,3,3,2,5,2,7,2,4,3,0,1,3,1,1
369,2,1,Slight Injury,20,4,2,4,5,3,1,3,3,5,2,2,5,8,5,2,1,6,0,3,3,3,0,2,2
370,2,1,Slight Injury,20,4,4,4,0,5,1,2,9,14,4,9,5,1,5,2,1,4,4,0,3,1,0,1,1
371,2,2,Slight Injury,13,3,1,4,0,1,1,2,9,5,7,9,5,8,5,4,0,4,0,1,3,1,3,0,1
372,2,2,Slight Injury,13,3,6,4,5,2,1,3,1,0,7,7,5,1,5,4,0,2,0,3,3,3,3,2,1
373,2,2,Slight Injury,13,3,0,0,1,0,1,2,12,0,6,7,7,8,5,4,0,4,0,3,3,0,3,1,1
374,2,1,Slight Injury,16,5,0,4,5,5,1,3,2,8,7,7,5,1,5,2,0,1,0,3,0,3,3,2,1
375,2,1,Slight Injury,16,5,0,4,1,5,1,2,5,15,1,3,3,8,5,2,0,4,0,3,0,0,3,1,1
376,1,1,Serious Injury,15,1,2,5,0,5,1,1,1,17,7,2,3,8,1,2,1,2,0,0,0,2,3,1,1
377,1,1,Slight Injury,17,6,3,4,3,2,0,0,3,0,2,2,5,8,5,2,1,2,0,0,0,0,3,0,1
378,3,3,Slight Injury,18,5,3,4,4,5,0,1,10,17,9,2,5,8,5,2,1,4,0,3,0,1,0,0,1
379,3,3,Slight Injury,18,5,2,4,1,2,0,1,0,3,6,2,9,8,5,2,1,2,0,3,0,0,0,1,1
380,3,3,Slight Injury,18,5,1,4,1,1,1,2,10,9,7,2,5,8,1,2,1,2,0,3,0,2,0,0,1
381,3,3,Slight Injury,18,5,4,4,3,1,2,1,10,8,6,2,5,8,5,2,1,4,0,0,0,2,0,0,1
382,2,1,Slight Injury,18,2,0,4,5,5,1,3,7,17,6,2,5,8,5,2,1,6,0,3,0,3,0,2,1
383,2,1,Slight Injury,18,2,2,4,5,5,1,3,16,7,7,2,0,8,5,2,1,1,0,3,0,3,0,2,1
384,2,1,Slight Injury,12,0,4,4,1,5,0,2,3,5,9,2,5,8,5,2,7,4,0,3,0,0,3,0,1
385,2,1,Slight Injury,12,0,2,1,5,5,0,3,5,0,1,9,5,8,5,2,7,1,0,3,0,3,3,2,1
386,3,4,Serious Injury,15,1,1,4,1,5,0,2,9,8,2,2,5,8,5,7,7,4,0,3,0,0,3,0,1
387,3,4,Serious Injury,15,1,2,4,5,5,0,3,17,5,7,3,5,6,5,7,7,1,0,3,0,3,3,2,1
388,3,4,Serious Injury,15,1,2,1,1,5,2,2,5,5,7,2,5,2,5,7,7,4,0,3,0,0,3,1,2
389,3,4,Serious Injury,15,1,3,4,5,5,2,3,1,3,7,2,5,8,5,7,7,2,0,3,0,3,3,2,1
390,1,1,Slight Injury,8,4,0,4,3,5,0,2,0,11,9,3,5,8,5,2,0,6,0,0,0,0,3,1,1
391,1,1,Serious Injury,16,6,4,2,3,3,1,1,10,11,12,2,5,8,7,2,1,6,0,3,0,2,3,1,1
392,2,1,Slight Injury,19,2,3,1,4,3,0,2,10,0,2,2,5,1,2,2,0,2,2,3,3,2,0,0,1
393,2,1,Slight Injury,19,2,0,2,1,3,0,2,12,0,7,12,5,1,5,2,0,6,0,3,3,0,0,0,1
394,2,1,Slight Injury,8,1,1,4,0,4,0,2,9,0,7,3,5,8,8,1,7,2,0,3,3,2,3,1,1
395,2,1,Slight Injury,8,1,2,5,0,1,1,2,9,7,6,3,5,8,3,1,7,4,0,3,3,2,3,1,1
396,2,1,Slight Injury,17,2,1,2,0,1,0,1,7,9,6,2,5,1,5,2,7,2,0,3,0,0,3,1,1
397,2,1,Slight Injury,17,2,3,2,0,1,1,2,0,0,7,11,5,1,5,2,7,4,0,3,0,0,3,1,1
398,1,1,Serious Injury,20,5,0,4,1,4,0,2,0,14,3,2,5,1,5,8,7,4,0,3,3,0,0,1,1
399,2,1,Slight Injury,14,2,0,1,4,1,1,2,12,0,7,2,5,8,5,2,7,4,0,3,0,1,3,0,1
400,2,1,Slight Injury,14,2,0,2,4,5,0,1,1,0,7,2,5,2,5,2,7,2,0,3,0,0,3,1,1
401,1,1,Slight Injury,14,0,2,0,3,5,2,2,1,0,7,3,5,8,5,2,3,4,0,3,0,0,3,1,1
402,2,1,Serious Injury,16,5,6,5,5,5,2,3,3,17,7,2,5,8,5,2,7,0,0,4,0,3,3,2,1
403,2,1,Serious Injury,16,5,2,4,1,5,2,2,0,17,7,2,6,2,5,2,7,2,3,0,0,0,3,1,1
404,2,2,Slight Injury,13,2,2,1,5,3,1,3,1,8,3,2,5,8,5,2,7,2,0,3,0,3,3,2,2
405,2,2,Slight Injury,13,2,2,1,1,3,1,2,5,16,7,2,5,8,5,2,7,2,2,4,0,0,3,1,1
406,2,2,Slight Injury,13,2,2,2,5,5,0,3,3,8,7,2,5,8,5,2,7,1,0,3,0,3,3,2,1
407,2,1,Slight Injury,15,1,2,4,1,1,1,2,10,7,7,7,6,8,5,0,7,2,0,3,0,0,3,0,1
408,2,1,Slight Injury,15,1,0,4,0,5,2,2,12,14,6,2,5,1,5,0,7,2,0,3,0,0,3,1,1
409,1,1,Slight Injury,12,4,1,4,5,5,0,3,12,8,9,2,5,6,5,2,1,2,2,3,3,3,3,2,2
410,2,1,Slight Injury,18,6,2,4,1,1,0,2,12,5,7,2,5,8,2,4,1,2,0,3,3,2,0,0,1
411,2,1,Slight Injury,18,6,3,4,3,5,1,1,0,5,9,2,5,8,5,4,1,2,0,3,3,1,0,0,2
412,1,1,Serious Injury,19,5,2,2,3,5,1,2,9,0,7,2,5,8,5,2,1,4,0,3,0,1,0,0,1
413,2,1,Slight Injury,17,0,1,2,5,1,1,3,3,0,9,2,5,2,5,2,1,0,0,3,0,3,3,2,1
414,2,1,Slight Injury,17,0,2,4,1,5,1,1,5,8,6,2,5,8,2,2,1,2,0,3,0,2,3,1,1
415,1,1,Slight Injury,12,0,1,1,1,2,1,2,1,8,6,2,6,6,5,2,7,2,0,3,3,2,3,1,1
416,2,1,Slight Injury,7,0,2,1,5,5,0,3,12,5,6,12,5,2,5,2,7,0,0,3,0,3,3,2,1
417,2,1,Slight Injury,7,0,0,4,3,5,0,2,1,9,1,2,5,8,5,2,7,2,0,3,0,0,3,1,1
418,3,1,Slight Injury,17,0,2,4,5,5,0,3,4,7,7,2,5,8,5,2,1,2,0,3,3,3,3,2,1
419,3,1,Slight Injury,17,0,6,5,3,5,1,2,9,14,7,2,5,8,5,2,1,6,0,3,3,1,3,0,1
420,3,1,Slight Injury,17,0,3,1,4,2,0,2,12,0,7,2,5,8,8,2,1,2,0,3,3,2,3,1,1
421,2,1,Slight Injury,9,0,4,1,5,5,1,3,10,0,7,2,5,8,5,4,7,0,0,3,3,3,3,2,1
422,2,1,Slight Injury,9,0,1,4,4,1,0,1,3,5,7,2,7,8,5,4,7,4,0,3,3,0,3,1,2
423,1,1,Slight Injury,16,6,0,1,5,1,1,3,0,14,6,2,5,1,5,2,1,2,0,3,0,3,3,2,1
424,1,1,Slight Injury,18,3,2,4,1,3,4,2,12,5,6,2,5,8,5,2,0,2,0,3,0,1,0,0,0
425,3,3,Slight Injury,13,3,1,4,5,5,2,3,12,11,6,2,5,8,5,2,7,1,0,3,0,3,3,2,1
426,3,3,Slight Injury,13,3,1,4,3,3,0,2,10,0,9,2,5,2,5,2,7,0,0,3,0,0,3,1,1
427,3,3,Slight Injury,13,3,1,2,0,4,0,2,4,0,1,2,5,8,5,2,7,2,0,0,0,1,3,1,1
428,3,3,Slight Injury,13,3,3,4,4,5,0,2,3,0,2,2,5,8,5,2,7,0,0,3,0,2,3,0,1
